objectid,parentid,surname,title,creator,date,date_range,date_is_approximate?,publisher,description,subject,location,latitude,longitude,source,identifier,type,format,extension,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
law_d5,,Law,"""Vernon Law Takes Faith Into Game""",,1960-09-06,,yes,,Several newspaper articles on the career of Vern Law.,newspaper articles,"Meridian, Idaho;Pittsburgh, Pennsylvania",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d5.pdf,/objects/small/col004_law_d5_sm.jpg,/objects/thumbs/col004_law_d5_th.jpg
law_d6,,Law,"""Vern, Eval Law Sign Contracts with Pittsburgh Pirates""",,1948-05-25,,,Idaho Statesman,"Vern Law and his brother, Evan sign with the Pittsburgh Pirates.",newspaper articles,"Meridian, Idaho;Pittsburgh, Pennsylvania",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d6.pdf,/objects/small/col004_law_d6_sm.jpg,/objects/thumbs/col004_law_d6_th.jpg
law_d7,,Law,"Vern Law, VaNita, Veldon and Veryl Portrait",,1955,,yes,,"A Law family portrait with his eldest two children and wife, VaNita.",portraits;baseball;families,"Meridian, Idaho;Pittsburgh, Pennsylvania",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d7.pdf,/objects/small/col004_law_d7_sm.jpg,/objects/thumbs/col004_law_d7_th.jpg
law_d8,,Law,Vern Law Day Flyer,,2010-04-22,,,,A color flyer announcing Vern Law Day at the Meridian CIty Hall in 2010.,brochures;baseball,"Meridian, Idaho;Pittsburgh, Pennsylvania",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d8.pdf,/objects/small/col004_law_d8_sm.jpg,/objects/thumbs/col004_law_d8_th.jpg
law_d9,,Law,"""Vern Law Talks in Schools""",,1963-02,,,The Idaho Challenge,Newspaper article discussing Vern Law and his community involvement.,newspaper articles;baseball,"Meridian, Idaho;Pittsburgh, Pennsylvania",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d9.pdf,/objects/small/col004_law_d9_sm.jpg,/objects/thumbs/col004_law_d9_th.jpg
law_d10,,Law,Photocopy Image - Signed by Vern Law,,1960,,yes,,A photocopied image of Vern Law with signature.,baseball,"Meridian, Idaho;Pittsburgh, Pennsylvania",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d10.pdf,/objects/small/col004_law_d10_sm.jpg,/objects/thumbs/col004_law_d10_th.jpg
law_d11,,Law,"""The Law in Pittsburgh""",,1959,,yes,,Newspaper article describing Vern Law's appeal to the people of Pittsburgh.,newspaper articles;baseball,"Meridian, Idaho;Pittsburgh, Pennsylvania",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d11.pdf,/objects/small/col004_law_d11_sm.jpg,/objects/thumbs/col004_law_d11_th.jpg
law_d12,,Law,"""Law Anxious to Start Play, Ends Tour Here This Week",,1962-01-12,,,,Newspaper article discussing Vern Law's short stay in Boise after an injury to his arm.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d12.pdf,/objects/small/col004_law_d12_sm.jpg,/objects/thumbs/col004_law_d12_th.jpg
law_d13,,Law,"""Meridian C of C Honors Major League Pitcher""",,1961-11-23,,,,Meridian Chamber of Commerce honors Vern Law.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d13.pdf,/objects/small/col004_law_d13_sm.jpg,/objects/thumbs/col004_law_d13_th.jpg
law_d14,,Law,"Image of Vern Law, VaNita, Veldon and Veryl",,1956-02-21,,,,Image of the Law family at home in Meridian.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d14.pdf,/objects/small/col004_law_d14_sm.jpg,/objects/thumbs/col004_law_d14_th.jpg
law_d15,,Law,"""Vern Laws' New Baby Boy Gets Mmis-Named as Joke""",,1956-10-21,,,Idaho Statesman,"Image of Vern Law and sons Veldon, Veryl and new son Vance.",newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d15.pdf,/objects/small/col004_law_d15_sm.jpg,/objects/thumbs/col004_law_d15_th.jpg
law_d16,,Law,"""Today 'Law' Day in Idaho; Meridian Welcomes Hero""",,1960,,,Idaho Statesman,2500 gather as Pittsburgh star returns to Meridian to celebrate his success.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d16.pdf,/objects/small/col004_law_d16_sm.jpg,/objects/thumbs/col004_law_d16_th.jpg
law_d17,,Law,"""Meridian Closes Down to See Vern Law Win Series Opener""",,1960-10-06,,,Idaho Statesman,Vern Law's friends and relatives celebrate his victory.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d17.pdf,/objects/small/col004_law_d17_sm.jpg,/objects/thumbs/col004_law_d17_th.jpg
law_d18,,Law,"""Vern Law Named Major League's Top Pitcher, Wins Cy Young Award""",,1960-11-04,,,Idaho Statesman,Article announcing Vern Law's Cy Young Award in 1960.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d18.pdf,/objects/small/col004_law_d18_sm.jpg,/objects/thumbs/col004_law_d18_th.jpg
law_d21,,Law,Image of Don Story and Vern Law,,1960,,,Idaho Statesman,Image of Meridian Mayor Don Story and Vern Law.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d21.pdf,/objects/small/col004_law_d21_sm.jpg,/objects/thumbs/col004_law_d21_th.jpg
law_d22,,Law,"""Pirate Ace Law to Speak at LDS Dinner Friday""",,1960-11-13,,,Idaho Statesman,Vernon Law talks to little league players.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d22.pdf,/objects/small/col004_law_d22_sm.jpg,/objects/thumbs/col004_law_d22_th.jpg
law_d23,,Law,"""Appreciation Dinner Set Friday Noon for Pittsburgh Pirate Hurler Law""",,1960-10-16,,,Idaho Statesman,Newspaper article with signed image of Vernon Law.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d23.pdf,/objects/small/col004_law_d23_sm.jpg,/objects/thumbs/col004_law_d23_th.jpg
law_d25,,Law,"Meridian Celebrates ""Vernon Law Day"" for Champion Pitcher",,1960-10-27,,,,Newspaper article with several images of Vern Law.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d25.pdf,/objects/small/col004_law_d25_sm.jpg,/objects/thumbs/col004_law_d25_th.jpg
law_d28,,Law,"""In there pitching for Idaho Children""",,1961,,,,Vern Law appointed chairman for the 1961 Easter Seal drive.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d28.pdf,/objects/small/col004_law_d28_sm.jpg,/objects/thumbs/col004_law_d28_th.jpg
law_d26,,Law,"""New Neighbors Welcome Vern Laws""",,1960-10-25,,,Idaho Statesman,Several images of the Laws being welcomed by new neighbors.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d26.pdf,/objects/small/col004_law_d26_sm.jpg,/objects/thumbs/col004_law_d26_th.jpg
law_d29,,Law,Vern Law Coaching Sons,,1961-02-22,,,,"Image of Vern Law and his three sons: Veldon, Veryl and Vance.",newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d29.pdf,/objects/small/col004_law_d29_sm.jpg,/objects/thumbs/col004_law_d29_th.jpg
law_d30,,Law,"""Vern Law heads drive for crippled children""",,1961-02-23,,,,Article announcing the appointment of Vernon Law as chairman of the 1961 Easter Seal campaign.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d30.pdf,/objects/small/col004_law_d30_sm.jpg,/objects/thumbs/col004_law_d30_th.jpg
law_d31,,Law,"""Pitcher Vern Law speaks to students at four Meridian schools""",,1963-01-18,,,,"Article discussing Vern Law's speech to four Meridian schools: Meridian High School, Meridian Junior High, Adventist School and Eagle Junior High School.",newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d31.pdf,/objects/small/col004_law_d31_sm.jpg,/objects/thumbs/col004_law_d31_th.jpg
law_d32,,Law,"""Vern Law will speak in area next Tuesday""",,1963-01-10,,,,Article announcing an upcoming speech by Vern Law at Meridian High School.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d32.pdf,/objects/small/col004_law_d32_sm.jpg,/objects/thumbs/col004_law_d32_th.jpg
law_d33,,Law,"""Diaper Diary - Varlin Law""",,1962-07-05,,,Meridian Times,Birth announcement for Varlin Law.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d33.pdf,/objects/small/col004_law_d33_sm.jpg,/objects/thumbs/col004_law_d33_th.jpg
law_d34,,Law,"""Merry Christmas!""",,1965-12-25,,,,Christmas greetings from the Law family.,newspaper articles;baseball,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_law_d34.pdf,/objects/small/col004_law_d34_sm.jpg,/objects/thumbs/col004_law_d34_th.jpg
law_ph1,,Law,Vern Law - Color Photo,,1960,,yes,"Cooperstown Collection, 1999",Full color image of Vern Law throwing a pitch.,baseball;sports,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_law_ph1.jpg,/objects/small/col004_law_ph1_sm.jpg,/objects/thumbs/col004_law_ph1_th.jpg
lee_d1,,Lee,Biography of Solomon Lee,,1847,1847-1917,yes,"History of Idaho, Vol. IV, pg. 280","An excerpt from the ""History of Idaho"" book on the life of Solomon Lee. Solomon Lee (Apr. 18, 1847-unknown) came to Idaho in 1903 from Ohio. He and his wife, Sarah, were the parents of four children: Viola, Grace, Frank, and Wanda. The Lee family farmed 160 acres in the Boise valley. In 1917, they moved to Meridian after retiring from the farm. They were active members of the community, and were involved in the church and the fraternal Odd Fellow organization.",biographies;odd fellows,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_lee_d1.pdf,/objects/small/col004_lee_d1_sm.jpg,/objects/thumbs/col004_lee_d1_th.jpg
leighton_d1,,Leighton,Ancestry Overview of Rose Emma Leighton,,1823,1823-1982,yes,ancestry.com,Ancestral data on Rose Emma Leighton and her descendants.,genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_leighton_d1.pdf,/objects/small/col004_leighton_d1_sm.jpg,/objects/thumbs/col004_leighton_d1_th.jpg
leighton_d2,,Leighton,Ancestry Overview of Silas Pallatiah Leighton,,1823,1823-1919,yes,ancestry.com,"Ancestral data on Silas Pallatiah Leighton (Mar., 23, 1867-Aug. 13, 1950) and his descendants.",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_leighton_d2.pdf,/objects/small/col004_leighton_d2_sm.jpg,/objects/thumbs/col004_leighton_d2_th.jpg
leighton_d3,,Leighton,Silas Leighton and Dora Adams Leighton Family,,1828,1828-1982,yes,,"Genealogy data on the Leighton family. The Leighton's came to Meridian from Putnam, Missouri. Silas married Dora (Adams) in Dec. 25, 1893 in Missouri. They had three children (Iva F. (Sep. 27, 1894-Aug. 10, 1981), Roy C. (Feb. 16, 1896-Feb. 5, 1915) and Mabel (May 15, 1898-Aug. 29, 1919).",genealogy;census,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_leighton_d3.pdf,/objects/small/col004_leighton_d3_sm.jpg,/objects/thumbs/col004_leighton_d3_th.jpg
leighton_d4,,Leighton,Newspaper Clippings regarding property purchase,,1828,1828-1920,yes,Meridian Times,Brief newspaper snippets showing property purchase and harness shop business.,newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_leighton_d4.pdf,/objects/small/col004_leighton_d4_sm.jpg,/objects/thumbs/col004_leighton_d4_th.jpg
